Date,BNB-USD,BTC-USD,ETH-USD,LTC-USD,XRP-USD
2018-07-01,-0.31653167130069015,0.03459713594530767,-0.488448501803982,-0.248631028385634,0.2473527902879631
2018-10-01,-0.3846221949321359,-0.4351118386439472,-0.427230418598988,-0.5016801241728372,-0.3935299711729613
2019-01-01,1.8227781052227736,0.09690966810981871,0.06107782896523761,0.9940577649203173,-0.12326697197404035
2019-04-01,0.8643314776466497,1.6348574930053612,1.0541838989341263,1.0121523259454914,0.28193351524667065
2019-07-01,-0.5110523690585402,-0.23326716179910623,-0.3812360073343981,-0.5414534685319679,-0.3543746625341525
2019-10-01,-0.13459474473373167,-0.13266054164403507,-0.2794281184295525,-0.2625338363803372,-0.24631053114890344
2020-01-01,-0.08348383088067934,-0.10494810415971068,0.030728227113703932,-0.04937025309096976,-0.0950314243520054
2020-04-01,0.22508859018992955,0.41924175495497473,0.694056141341568,0.055184204579604934,0.007487243618608419
2020-07-01,0.9003289875854394,0.18018158005964313,0.5904286606192919,0.11825243527617268,0.374788221685761
2020-10-01,0.2760298902346865,1.689206206938331,1.0498076891119243,1.688945376768674,-0.09073392148947512
2021-01-01,7.081741572661009,1.0315633211687802,1.6000992209656864,0.5839168202963763,1.6103226904050296
2021-04-01,0.004080009981799471,-0.40526933869098647,0.18567170097883445,-0.270194983489915,0.23089764730174434
2021-07-01,0.2761708399914311,0.2497103268128904,0.3196817447494227,0.06252547351358007,0.3486283718599352
2021-10-01,0.32204781246217906,0.0574446082496638,0.22685765786839518,-0.043312712027958944,-0.12751251675261455
2022-01-01,-0.1617957021785631,-0.01658018718709009,-0.10888676950720977,-0.1556070668684304,-0.01997081164244141
2022-04-01,-0.4887109834893224,-0.5655401431183882,-0.6747669122052278,-0.5663582311099025,-0.5930976657888751
2022-07-01,0.29590592184789766,-0.01783888692548108,0.24424257077867062,-0.004685922124995634,0.4475091554243027
2022-10-01,-0.13316017019434168,-0.14843167345389663,-0.0988023404417454,0.31086328173752364,-0.29148095629020854
2023-01-01,0.286953689749498,0.7210147211188249,0.5224480949005248,0.28127109096648284,0.5841308069129525
2023-04-01,0.015495486615495269,0.007094925829422838,0.02676543388535646,-0.015480288603784698,-0.1365684394874389
